,polarity,summary,reviewText,year,uuid,asin,reviewerID
442,negative,Nice but not for us,"I was looking for an easier baby sling (currently use the Moby) and thought this would be a good option.  The material is nice and light, excellent quality, and the baby blue with navy stitching is a lovely color.However, it just doesn't match up to the Moby.  I never felt like my baby was truely secure in his spot while in the Ktan.  Though the Moby takes a bit of trial and error to get the wrapping down pat, it has a pannel you can pull over the baby which secures everything in place.  The Ktan is missing this last piece.  You also have to buy the correct size so if you and your partner are different sizes, you have to buy two.  The Moby is one long peice of fabric that both my husband and I can use so we only have to carry one sling with us when we're out and can EASILY switch it back and forth between us.",2009,1245628800B000UXQFVUA1MFARTPOQ9XXJ,B000UXQFVU,A1MFARTPOQ9XXJ
443,positive,Great heavy weight sleep sack,"We have several of these in various sizes and fabrics.  They are all terrific.  We're using the fleece at night in the winter, the quilt during the day in winter and we used the cotton one in the Fall.  I highly recommend this line of wearable blankets!",2006,1136592000B000069EXNAFA4Q7IF5DIT,B000069EXN,AFA4Q7IF5DIT
444,negative,There are probably better products...,"Be wary of any diaper pail that requires instructions and a demo by your next-door-neighbor in order to use it!  After I figured it all out I found that it was a pain to fool with.  Also the refills are expensive and it doesn't hold enough diapers IMO. It doesn't lock out odors either.  It may have for the first week or two, but now at 3 1/2 months it SMELLS BAD.  I guess the diapers have gotten stinkier.  What can I say?The other thing that drives me nuts is that the first few diapers I put in after a refill change never go in correctly.  No matter how many times I twist after the first diaper, the second one always pushes right through the first twist and ends up hanging in the bottom - un-sausage-linked.  The only positive thing I can say is that when you do cut the links loose they are easy to dispose of in the outside garbage.You may want to save your money on this one and go with something less fru-fru.",2002,1023840000B000056OV3A2V350Z799DUA8,B000056OV3,A2V350Z799DUA8
445,positive,Thank god for inventions like this!,"I read someone elses review that says ""couldn't have taken a shower without it"", all I have to say to that is, hallelujah! Everyday for months I put this thing in the bathroom in front of our wall mirror, my son loved it. Between playing with all the toys and smiling/talking to himslef in the mirror, I could once again take a shower that lastest more than 2 minute, and even put on some make-up and brush my hair!And just like the other mom said, put them in this with the Baby Einstein on and you've got yourself one life saving baby cocktail! My son loves it and I couldn't get very much done without it! Although now that he's 8 months and very mobile, he doesn't like it so much anymore, he'd rather be free to chase the dogs and throw the dvd's all over the house. =)",2006,1139788800B000BKTEYCA1PLZ81RMAR8GW,B000BKTEYC,A1PLZ81RMAR8GW
446,negative,"Not a Miracle, Seems Unsafe","Yes, yes, I read Karp's Happiest Baby on the Block, and yes, I believe that swaddling itself is the miracle-not this blanket.  I had a few swaddlers from First YearsThe First Years Easy-Wrap Swaddler - Yellow (much cheaper and worked better), but my son outgrew them.  So, I decided to try the Miracle Blanket.  I wish I hadn't spent the money.  First, the price is very high.  Second, it's a long blanket that wraps--there are no closures (velcro, snaps, etc), so he tends to slip down into the blanket, and the arm flaps bunch up in his armpits (uncomfortable).  What's worse, the blanket unravels and wraps around his neck.  Scary!  He gets very hot in this blanket (despite central A/C and ceiling fan--his back and neck are drenched!), and overheating is another risk factor for SIDS.  Oh, and forget about ""quick"" middle-of-the-night diaper changes--it's nearly impossible to get his legs out of the bottom pouch, so wrestling him out of the blanket wakes him up.  Overall, I would not recommend this blanket.",2009,1254355200B000G0J5FUA25EKKRY8C3QBK,B000G0J5FU,A25EKKRY8C3QBK
447,negative,Not worth it,"These locks did not install quickly, my husband had a difficult time aligning the separate pieces in a way that allowed the magnets to operate properly. One of the drawers won't close unless I press hard on the direct spot where the lock is located. Another issue is the magnet 'key' which I wouldn't have known to order had I not read it in a previous review. If you don't order the four pack of locks you must order the key separately! Overall, a lot of fuss and we end up leaving them unlocked because they are a nuisance.",2009,1238457600B000GE6W2KA3Q6QS8NK7TOES,B000GE6W2K,A3Q6QS8NK7TOES
448,positive,Great idea.  We love it.,"I bought this for my son a couple of years ago.  We used it lots when we were out, especially when he was potty training and just couldn't wait.  It's wonderful.  Just wish it was easier to find the liners.Another reviewer said there are sharp edges.  Ours doesn't have any sharp edges.  It does collapse, if the legs aren't snapped up properly; but otherwise isn't a problem.Our daughter is potty training right now and we have it ready for her whenever she needs it.  It will also be great for our upcoming car trip.UPDATE:My daughter is now 5 years old.  We've had this for so many years and it's saved us many times.  We still have this in the back of the car for those rare emergencies.  What a wonderful buy.",2007,1172880000B00069BV8AA22CW0ZHY3NJH8,B00069BV8A,A22CW0ZHY3NJH8
449,positive,If you sleep in the same level of the house. DONT,"This monitor is excellent!  we have little interferance with other equipment (my hubby is a geek and we have it all! wireless router, phones, tvs, etc) the sound is good and there is not much noise.  BUt having our girl in the next door room does not justify having the monitor.  So, unless your house is HUGE, or you sleep in the second floor while the baby is in the first one (or backwards) use your money in diapers!",2005,1126656000B000S35QLCA196POQVTSKYN5,B000S35QLC,A196POQVTSKYN5
450,positive,Really gives their leg muscles a work out!,"This is a great item to help your child strengthen their legs, plus the added bonus of wearing them out before nap time!  The look of joy on their little faces, once they figure out how to jump, is the greatest thing ever!",2007,1196553600B000BXC1AIA1O1BSSV5XCOHW,B000BXC1AI,A1O1BSSV5XCOHW
451,positive,Do yourself a favor & get this early!,"Just get one of these (actually, I got two so I wouldn't have to keep moving it around so much.) At 2 months, our baby's head was getting awfully flat. Enough so that the pediatrician scheduled an appt at 3 months to look at it & possibly talk about ""the helmet."" I freaked & ran to our local BRU that same day. I used it in the swing, the activity rocker, the bouncer & in her stroller, but not her car seat. I also let her (danger danger!!) sleep on it at occassional naps. If I was sitting in my bed reading, I'd lay her next to me on her noggin nest for a nap. (Nothing dangerous there.) I wouldn't let her sleep on it at night, or anytime she wouldn't be constantly supervised. At any rate, by 3 months, the doctor said she had improved immensely, we'd just keep an eye on it. We kept using it & at 4 months, he said we didn't even need to worry about it anymore. I used it for a few more weeks after that, until she started turning her head a lot more at night & started sitting up. Now I only use it in her activity rocker as a pillow because she likes. She's 5 1/2 months now and has a beautiful round head! I can not recommend this highly enough!",2005,1128297600B00009K2YUA2MYRQNZM3YVX2,B00009K2YU,A2MYRQNZM3YVX2
452,positive,Holds a week's worth of size 3 diapers and never smells!,"This is an excellent diaper pail!  It looks and works like a regular trash can - just step on the foot pedal and drop the diaper in.  No twisting or other fancy maneuvers necessary.  The refills are very simple to replace and when it's time to empty the pail, all you do is cut the bag, tie a knot and you're done!  Although it is small, it holds a ton of diapers -- so far we only have to empty it about once a week.  The refills are a little pricey, but a 3-pack lasts several months.  You definitely want this one on your registry!!",2006,1150761600B00005V6C8A215LLZ0BLO4JK,B00005V6C8,A215LLZ0BLO4JK
453,positive,Better than a nanny!!,"LOVE this for our little girl.  She enjoys bouncing around and loves that she can turn all the way around in the chair to play with all the toys but also to face Mommy and Daddy when they walk to a different part of the room or into the kitchen.  I work from home and this has been wonderful for entertaining her while I'm working.  Great purchase, easy to assemble, worth every penny.",2009,1260057600B000LXQVA4A3FU7ULSBD1V97,B000LXQVA4,A3FU7ULSBD1V97
454,positive,Another A+++product from Kiddopotamus,"We love Kiddopotamus products and this one is no exception. We don't use this anymore because my daughter is a toddler but we used it since the day my daughter was born and we brought her home from the hospital. No slouching, very comfy and cozy - a definite must buy for any baby shower. (In fact I've bought quite a few for friends having babies.) AWESOME. Yeah Kiddopotamus!!",2005,1113782400B00005BT37A1DJQZITT2YEH5,B00005BT37,A1DJQZITT2YEH5
455,positive,5 month old LOVES it!,"My 5 1/2 month old loves this new toy. Oslo, the dog is her new favorite chew thing. She likes pulling apart the panels of the box. She likes chewing the flaps and looking in the mirror. I can fit in a few more of her favorite soft rattles and pack the box in her diaper bag for trips out. She can be entertained indefinitely with this.",2008,1216080000B000GK22R8A1FCUWDW0BKOIT,B000GK22R8,A1FCUWDW0BKOIT
456,positive,excellent tub,"the best feature is the sling. it holds a newborn perfectly. my baby likes to hang one foot off the side and dip it in the warm water. there is a place that holds shampoo/baby wash. i'll be using this when my baby is a toddler too. another great feature is it has a groove in the back, where you can use it in a sink, or lean it against something to dry. it has a drain too. i don't use that though, because i put the tub on the floor. it's the best tub, and very affordable!",2004,1076371200B000067EH7A15BT7GWK4AAMD,B000067EH7,A15BT7GWK4AAMD
457,positive,Keeps His Tushy Warm!,"We received this as a gift and love it! It warms the wipes nicely. When we use unwarmed wipes my baby gets more upset at changes. Perhaps we are spoiling him. ;-) He is a winter baby so I'm sure he appreicates our efforts to keep his tushy warm.The only time I have had problems with wipes drying out is when I have over filled it and the lid doesn't close tightly or I have accidently left it open. When that happens, I have just added a bit of water and it restores them nicely. I found that the bottom wipe does turn brown but only when I keep adding the fresh wipes to the top and the bottom ones were older. Now I remove the whole remaining stack and add new ones to the bottom. Even if they are slightly brown, it just looks weird. I'm pretty sure the wipes are just fine.I do wish that it came with a pop-up adapter or something. I like the Pamper's pop-up wipes but find it difficult to pull one out because they are inner-folded and stick together. It works better with the Huggies wipes.The only other issue is that the lid collects condensed water and I am afraid of it leaving a puddle on our furniture. So, I place it on a folded face towel and that seems to work.Overall despite the few minor issues mentioned I am very pleased with this product.",2005,1104624000B00005QBWZA1EXDO435S1N1E,B00005QBWZ,A1EXDO435S1N1E
458,positive,Her First Smile,"A relative purchased the Baby Einstein Play Gym for my daughter when she was one month old.  Being a sleep-deprived first time mother, I was not sure she would even need such an item.  Two weeks after receiving the gym I opened it, put batteries in the musical star, and arranged all the  toys on the bar according to the directions.I placed my daughter on the colorful mat with her feet on the bar.  She sat there for a moment, kicked the bar, activing the musical star.  Then, in a moment I will remember for the rest of my life, she smiled for the first time.It did not take her long to figure out that kicking the bar would make the star play a song for her.  She loved this toy for many months (until she learned to crawl).This is a wonderful toy for young babies.  Some of the toys rattle, and the bright primary colors easily attract a baby's attention.  My daughter especially enjoyed looking at the ladybug.  The star is detatachable and made many trips to Grandma's house with us to place in her pack and play.  I washed the mat in the washing machine and dried it on gentle many time without any problems.I hope this information is helpful to anyone deciding which play gym to chose for thier baby.  You can purchase this item without any fear of buyer's remorse.",2007,1186876800B0000936LRAMDDPJASEYDBF,B0000936LR,AMDDPJASEYDBF
459,positive,"Gorgeous designs, wonderful quality, stands up to a lot of spitup and washing","We love the 50s style designs, and these are very very soft for catching and wiping up spitup, and they stand up to heavy duty washing.",2008,1212796800B000SEPNPAA1WF68T1KI3AW7,B000SEPNPA,A1WF68T1KI3AW7
460,positive,Easy to use and works.,"This adapter and plug cover works very well.  We had this in my son's room from when he was a toddler to cover an monitor adapter that would have been easily accessible to him.  He was very curious about plugs and outlets, but he never got into this cover.It's easily installed and it gives adults easy access to the adapter.  The size adjusts lengthwise and is large enough to fit the majority of adaptors.  As with all childproof products, don't let your kids see how it's done.",2009,1233273600B003YVHXAWA22CW0ZHY3NJH8,B003YVHXAW,A22CW0ZHY3NJH8
461,positive,Baby and I love the Bjorn,"This was the most useful gift we received for our baby. At a very young age, my son has exhibited the strong need to explore and see different things. Since he can't crawl yet, it's imperative that he be carried around so he'll be entertained. Enter the Bjorn, a must have in my book.Pros: Easy to use, easy to clean, offers great support for baby's back and neck. Some reviews noted it offers little or no back support for the person carrying the baby. Our little one is over 20 lbs now and I still use this more than our jogger when hiking. My shoulders feel sore, but my back felt good with some minor adjustment on the lumbar support.Con: I wished the front panel was expandable. My baby is a bit, uhm, round in the middle, and on times when it's cold outside and he has a sweater on, the front panel becomes harder to hook in.",2007,1198886400B0009JOSNCAGXSFDTK4DH9X,B0009JOSNC,AGXSFDTK4DH9X
462,positive,"Easy to use, fits both Graco car seats we've had","This is a great addition to our already wonderful Uppababy stroller.  When our little one falls asleep in the car, it's easy to snap into the stroller, click her car seat on and go.  It clicks on tightly and holds the car seat firmly in place.  It's light weight and super easy to attach.  Great purchase, highly recommend it as an addition to your Uppababy stroller.",2009,1260057600B000VLY3QKA3FU7ULSBD1V97,B000VLY3QK,A3FU7ULSBD1V97
463,positive,Great Bottles.,"I bought these bottles after reading reviews on them and have been pretty happy with them. They have never leaked with me BUT I have never screwed the lid on too tightly. You HAVE to remember that. When you overtighten the lid, the nipple gets distorted and the seal is broken. My husband and others in the family have had this problem. It is probably always helpful to test for leaks (when you test the temp of the milk) BEFORE you give it to the baby, just to make sure.I like the plastic they use. It has always felt extremely sturdy. They are easily to hold (thanks to the curve) and I really like the wide mouth of the bottles which make them easy to clean....and you are pretty sure they are clean!!I bought the newborn starter set and the infant set and together they are all I require for bottles and a breastmilk storage set!! I really like dthat you get the brush, pacifier and two sizes of bottle in the newborn set. Made my life easy.All in all I think they were a great buy and worth it. I would use them all over again and would use avent with my next baby too.",2005,1120089600B0000AY9XYA31F1G0S4GXAKY,B0000AY9XY,A31F1G0S4GXAKY
464,negative,User Error?,We couldn't get the sheet on right.  It kept lifting the corners of the floor mat.  They weren't soft like the others either.  We never used them... You can find ours at Goodwill.  Waste of money.,2006,1143244800B000056JHXA19OGW5YP7JSSG,B000056JHX,A19OGW5YP7JSSG
465,negative,"LEAKS and DOESN""T HELP w/ SPIT-UP, SAVE YOUR MONEY","I bought these bottles for my baby who is a big spitter.  They haven't helped at all, and one of them leaks like crazy all over the place.  I will be calling Playtex to request a refund.",2005,1132012800B00005BTNAA24ZVNHFYQPLAL,B00005BTNA,A24ZVNHFYQPLAL
466,positive,"practical for on the go, not for daily life","These bottles are lightweight so they are perfect for travel.Perhaps the bottles don't need to be perfectly sterile for the baby, but I'm still hesitant to approach these as completely sterilized. They bottles are sterile in the pack they come in, but once you open them, then what?The fact that they are recyclable is a bonus, but these bottles are incredibly pricey ($1/bottle) to be used daily at every feeding.",2009,1260662400B002QUYZUIA319Y83RT0MRVR,B002QUYZUI,A319Y83RT0MRVR
467,positive,Love it!,I bought this seat when I was pregnant with my second child because I couln't pick up my toddler anymore and because I wanted him to be seated while eating. I used to put it on the floor an he liked it right away. Now I am attaching it to a chair and he loves it either way. I don't know what I would've done with out it!,2008,1203292800B0000DEW8NA3E9SOQG8XUU43,B0000DEW8N,A3E9SOQG8XUU43
468,positive,Great quality mirror!  Very little distortion!,"Love this mirror!  My daughter still loves this mirror at 19 months old!She didn't use it too much for tummy time but I loved the idea of the sturdy block holding it up as opposed to some of the folding tummy time mirrors that just tip over.I took it off the block, I used the velcro straps on the back of it (that hold it to the block), to put it in her crib and she absolutely loves having it there.  Every time she wakes up, she talks to herself in the mirror and just plays.  It's so cute.No frills mirror, but it has been fabulous for my daughter!  I like the colors too, just like all the lamaze toys' colors!",2009,1244505600B000I2RK80A1POD4SH35DZ3X,B000I2RK80,A1POD4SH35DZ3X
469,positive,Very warm alternative to snow suit.,We actually didn't buy our bundle me until February so we won't get as much use out of it as we could have if he'd been born in the fall.  But we got sick of putting him in a snowsuit or covering him with 3 or 4 blankets.  This is a great product.  It kept him warm (sometimes too warm) and was easy to get him in and out of.  Once it got too warm for his carseat I put it in his Graco Quattro Tour and he loves it.  He stays all nice and warm.  But unfortunately I think we are now done with it unless we have a new baby or maybe for the fall in the stroller.  But he is growing very fast and may be too long then.,2006,1147737600B00009VE5OA2D469OYJGRE9H,B00009VE5O,A2D469OYJGRE9H
470,positive,"Never Nursed, but still a must have!","I got this from our shower and even though I never nursed, I still found this boppy very helpful.  After holding a baby for so long, your arm gets numb so I used this pillow to just hold my baby and still rest my arms.  I also use this pillow for tummy time.  My baby hates laying flat on his belly so I plop him on this belly down so he could still work out his neck muscles.  I've also used this as a prop to hold my baby up to take picturs.  It's great, even if you're not nursing!",2005,1133308800B000069RAOA27A296IQHMDED,B000069RAO,A27A296IQHMDED
471,positive,We Love Jacques!,"My 2 month old daughter LOVES Jacques. She holds onto his ""feathers"" and loves the noise the crinkle noise makes. We attached him onto her carseat so  she can play with him while we travel. She loves to stare at his bold colors. We also turn him around so she views the back of Jacques, which is all black and white patterns. Jacques is such a good friend to my daughter.",2008,1211328000B000I2MRLKA2VJOQNIB8GLFD,B000I2MRLK,A2VJOQNIB8GLFD
472,positive,A lifesaver,"My foster son has terrible reflux, and these bottles have made a definite improvement for him.  They are great!",2009,1248393600B001E8R46UA3LV06NUWRXQWF,B001E8R46U,A3LV06NUWRXQWF
473,negative,Can Be Frustrating,"After my Medela Harmony suddonly quit working, I was in a rush for a new pump and ended up getting the Avent Isis.  At first I thought I had purchased a dud, but after a few minutes the pump grabbed on big time, and I was expressing milk faster than I ever had with the Harmony.  I do find that this pump works better for me when I remove the rubber ""petal"" lining.  And this pump can be squeeky.  The most frustrating thing for me though is that after using it for a little over a month the little white disk would pop out of place, just when I would get a really strong suction going.  Then I would have to stop and take the pump apart to get the disk back in position.  Also, the wide bottles don't fit very well in the bottle compartment of my diaper bag, and my daughter is not use to the wide nipples.  I use the Avent bottles to store milk, but I use the Medela bottles for feeding, which is kind of hassle compared to being able to pump directly into the feeding bottle.",2005,1123545600B000066CMVA9REEKTBGZ5W0,B000066CMV,A9REEKTBGZ5W0
474,positive,Good for Me,"I put this diaper bag on my baby registry and someone bought it for the shower. By the way it looked online, i thought it was a small one day diaper bag, but it was bigger. This was a good thing. Being that my hubby's family lives in New Jersey we were able to pack clothes for the baby for two days or more. I love the material and the design goes great with the stroller and all our other baby things.",2004,1091577600B00007E9CGA1C8R90AJ87V86,B00007E9CG,A1C8R90AJ87V86
475,negative,Annoying.,"We have a toddler and we were told that we just had to get a guard for the DVD, and for other electronic things as well. It seems that babies like to push buttons. Well, that figures. Our boy has been trained with a bunch of musical toys that require button punching and he learned rather quickly. He loves them! It's only a matter of time before he gets to the stereo, TV and DVD player, hence we bought this Parent Units DVD/CD guard.I'm annoyed by this product. It's just a piece of transparent plastic with a couple small velcro straps yet it cost 20% that of the very sophisticated DVD/CD player. What goes? Second, if we use it as illustrated, we will have to remove the guard before each using in order to get the little disc drawer to open. Furthermore, our DVD player is on a small shelf and we cannot remove the guard without removing the DVD player from the shelf first. What a nuisance! I've gotten around this by using the guard upside down. The long flange of the plastic goes under the front legs of the DVD player and the short flange then covers the controls. OK, but we still have to remove the guard before each using of the player It's an annoyance. We're considering putting the DVD player at a higher level out of his reach.Gary Peterson",2009,1259020800B000096LWXAY12DBB0U420B,B000096LWX,AY12DBB0U420B
476,negative,Just ok,"I bought these bottles to replace our Avent bottles, due to BPA concerns.  These bottles are ok, but I like Dr. Brown's better.  I use a Medela breast pump and the Born-Free bottles, like the Avent bottles, do not fit on the pump.  The Dr. Brown's bottles do fit the Medela pump connectors.  Like other reviewers have stated, the nipples on these bottles collapses and there are extra parts that seem useless, just more stuff to clean.  It is easier for my son to hold the Dr. Brown's bottles also.  I would not recommend these, there are far better bottles out there, we also use Momo glass bottles, and I am very pleased with them.",2008,1219622400B000MRGML2A2BHK4FHWSRKQJ,B000MRGML2,A2BHK4FHWSRKQJ
477,positive,Works GREAT for bubbles!!,I use these bottles and avent bottles (i have an avent pump)and noticed that with the avent bottles my milk had a horrible amount of bubbles.  These ones have NO BUBBLES!  which means its probably better feeling for baby! The size one flow is perfect for my son.  He burps as soon as you sit him up (this might just be because he is a fast burper?  every baby is different) and he has spit up only twice.  (He is one week old)The only problem I have is that I cannot find an adapter that will fit my avent pump and fit these bottles to pump directly into them which makes the avent bottles a little more convenient with breastmilk and playtex doesnt make a hand pump.When I decide to stop pumping I'll definitely give him these bottles exclusively.,2005,1123286400B00005BTNAA29GU2CT4AJTXP,B00005BTNA,A29GU2CT4AJTXP
478,positive,Helped me get started,"These were a huge help getting started on my first baby. I bought them on a whim and boy was a glad. They help get my milk started because they apply a light pressure which also helps extent the nipple. They keep things (such as a bra) from rubbing against very very sore nipples. Another great feature is the air vents at the top of the cups. They are there to get air to nipple, (you don't want them getting dried out, that just makes the pain of feeding much worse). Determined breastfeeding mom's these are fantastic until your milk supply comes in at a steady pace.They do not look flattering under a TIGHT fitting shirt (loose is always best anyways) but what does when you are breastfeeding for the first few months as things are adjusting. I felt that they looked better that two huge wet spots from leakage.",2006,1139616000B000058DQJAEK5GOE7UFP2P,B000058DQJ,AEK5GOE7UFP2P
479,positive,Soft Tip Spoons,"I have tried numerous baby spoons.  I like these the best.  They are soft, pliable and easy to use.  Also, dishwasher safe, which is a must in my house.",2009,1260403200B000LSL5ZKA1TIFKJ1UEOHHH,B000LSL5ZK,A1TIFKJ1UEOHHH
480,positive,Easy Baby Print Ornament Kit!,"I purchased this so we could have our daughter's handprint for her very first Christmas.  It is INCREDIBLY easy to do!  The best part is that if you make a mistake or you are not happy with how the print came out you can redo it.  I am not sure what this is made of, but it smells like marshmallows.  It is smooth and soft and you roll it out using the roller included with the kit.  I should mention that the material stuck to the wooden roller that came with the kit and the directions state that if this happens, to use a round tin can.  That worked for me!  The other thing I had trouble with was the plastic ring that came with the kit; I just used a bowl.You do have to push a bit hard to make a solid impression in the material.  A straw is included to make the holes at the top for the ribbon.  I used a toothpick and pin-pricked the year at the bottom.  It came out beautiful!  I highly recommend this kit for parents and to make those one-of-a-kind keepsake gifts.",2009,1261267200B0011H804OA2XG8I7VV2AUQG,B0011H804O,A2XG8I7VV2AUQG
481,positive,Great for when your baby gets too big to be swaddled,"When our son started escaping from the receiving blankets we'd swaddle him in, we started using a sleep sack.  It took a couple of weeks for him to adjust to it, but now he loves it and goes right to sleep when we put it on him and set him in the crib.  He is 30 inches tall and about to outgrow the medium, so we have a large ready for him.  He rolls all over the crib during the night and the sleep sack moves with him.  It is never pulled tight or twisted.  We dress him in something with long sleeves so that his arms stay warm and during the colder winter nights we added ""No-Scratch Mittens"" from Babies R Us to keep his hands warm.  When our son was still in a bassinet, the sleep sack worked well with a sleep positioner to keep him on his back.  When swaddled he would scoot out of the positioner, but with the sleep sack his arms were above the positioner and he stayed in place.  I've washed both a cotton and a fleece sleep sack dozens of times and they held up great.  There's no shrinking, fading or unraveling and the zippers still work perfectly.  The sleep sack is the perfect way for our son to stay warm at night and I am so glad I have it.",2005,1110672000B00008KWO1A1Q1T811N4IY3Z,B00008KWO1,A1Q1T811N4IY3Z
482,positive,best thermos for kids,We love this thermos and our toddler son does too. Doesn't leak and keeps liquid hot or cold. Just VERY hard to find. I've been waiting 2 months for a new one.,2008,1200268800B000O3I2CQA1TDD3XQX3FOIV,B000O3I2CQ,A1TDD3XQX3FOIV
483,positive,Excellent!!!  Highly Recommended!!,"This is an absolutely wonderful product.  Out of all the products we bought, this one is my favorite. When our little one was newborn, it was easy and quick to swaddle her which made it nice. Now that she is a little older and can wiggle out of the blanket swaddle, it's great because it has velcro closures so it keeps her snog all night and I don't have to worry about her wiggling free and having loose blankets in the crib with her.  I would get a couple sizes so you can continue to use them as you little one grows.  Our pediatrician said it was okay to swaddle up to 4 months.",2009,1246060800B000CC5EKMA3FU7ULSBD1V97,B000CC5EKM,A3FU7ULSBD1V97
484,positive,Fabulous changing table...,"I was going to get the ""spindle"" changing table from POttery Barn Kids but found this one, at about 1/3rd of the price. This one is even better b/c of the rail that goes around the actual changing area.. i do recommend a contoured changing pad with a comfy cover. i have attached a crib mobile to this table to keep katie happy during diaper time. this changing table looks good in her room, i also bought the Jenny Lind crib. i did get the baskets from PBK to store stuff neatly on the shelves. The only complaint that i have is that the shelves are basically hard cardboard, but dont let that discourage you b/c they really are sturdy and as i mentioned i've got baskets on the shelves so you really dont notice.",2005,1135036800B000056JKRAJGF1C6A6P8JP,B000056JKR,AJGF1C6A6P8JP
485,positive,Wood is good,"I bought this teether hoping to avoid the ubiquitous ""made in China"" plasticware that most teethers are... I think I had higher hopes for it. My daughter likes it ok, but it is definitely not her favorite chew toy- she likes her Sophie Giraffe much more. It is easy for her to grip and it's very smooth- no splinters, after 4 months- but maybe it's just not her thing. But it's well made and once in a while she will gnaw on it for a bit. Some babies will love it, but she tends to want something slightly softer- cold wash cloths do the trick often, as does the aforementioned rubber giraffe. It's hit or miss but I don't regret trying.",2009,1261526400B000VLR178A2ZQC57G0X3F95,B000VLR178,A2ZQC57G0X3F95
486,positive,Makes life so much easier!,"I am a new mother with a 4 month year old.  We used to have our bottles just dry on a cloth, but this drying rack saves space and makes sterilising so much easier! A must-have for those bottle feeding their babies.",2008,1207699200B000I0XNGKA7LF6PRUEAGY4,B000I0XNGK,A7LF6PRUEAGY4
487,negative,Doesn't work!,"This product is poorly designed. There's a rubber insert on the flat side which you're supposed to press against your child's head to make a seal so the water only flows back from that point. Two problems: first, the rubber is so rigid you can't get a good seal without pressing REALLY hard. The second, and biggest, problem is that the rubber insert doesn't go all the way to the edges of the cup. There is a space of about 3mm at each side where the water just gushes out. Because of where you'd have the cup positioned on your child's head, this means the water goes in their ears, down both sides of their face and even some into the eyes. Since it's water in the eyes which really freaks my kid out, it's useless to us.She does enjoy stuffing her other bath toys in it though so we have got some use out of it.",2008,1226102400B001GI4FXIA34Q4EQENBHPN7,B001GI4FXI,A34Q4EQENBHPN7
488,positive,"Works as described, no problems","Easy to install, easy to operate.  Spring tension seems about as heavy as it could be to dissuade small fingers without making it too hard for an adult to operate.  Slides do not bind, and while they add a small thickness of plastic between the plug and outlet, do not prevent secure insertion of the plug.  Bulk pack came with several foam inserts to put behind plates on drafty walls.  The foam wasn't pre-punched with holes for the mounting screws - trying poke the screws through and insert resulted in foam twisting around screws, so it was necessary to use a hole punch to make holes in the foam... but hey, I wasn't even expecting the foam pieces at all.",2009,1250985600B00081J3OUA3BW36SLRT2QBX,B00081J3OU,A3BW36SLRT2QBX
489,positive,Great Thermometer,I really like this thermometer. I my research before purchasing a thermometer before my baby was born. This thermometer works much better and quicker than the hospital thermometers I recieved.,2008,1228780800B000088KGZA3AL7ODX8PX7XT,B000088KGZ,A3AL7ODX8PX7XT
490,positive,Wish I had had this earlier!,"I can actually wear jewelry again! Great product, baby loves it, and my sister-in-law mistook it for a family heirloom. (Although I have purchased two others for friends and don't think this would happen with all the colors.) The clasp is kind of rinky-dink, but serves the purpose for when it gets pulled on by baby. Sure, real jewelry is better, but in the meantime, this is great!",2009,1247097600B001BDD6T2A2EZYLUDHIIP79,B001BDD6T2,A2EZYLUDHIIP79
491,positive,worth it,"Worth the price for peace of mind re: safety. Baby loves it, small and light enough for her to grasp and squeeze.",2008,1224460800B000IDSLOGAVN22PCFA9AWE,B000IDSLOG,AVN22PCFA9AWE
492,positive,Great Table!,"It's not flimsy to me at all.  Maybe because the carpeting in our apartment stabalizes it, but it's perfect.  I also think it's very pretty - it brightened up the room.  I just love it.  Makes me want to further decorate the room for the baby.  Perfect height for me as well and plenty of storage room.  I do wish the pad furnished was a bit thicker and softer but it's sufficient.  I like how it's covered in smooth vinyl so we can clean it very easily.  Great table for a great price!",2003,1048636800B000056JKRA6YBOIKMVJT33,B000056JKR,A6YBOIKMVJT33
493,positive,Pretty Good,"For the most part I really haven't had any problems with it. It is pin drop quiet. I can turn it to the voice dial only and block out any other background noise. I live in the subarbs and don't really get to much interference if any. I did notice that when I went with it to the city (NYC), cell phones used in the same room as the receiver caused static - but once they were off it was fine. I like that I can also detach it from the plug and walk around with it on from room to room as it works on the backup battery - very helpful when your trying to get a quick shower. One thing I'd like to mention is not to have the 2 pieces close to each other - they create a high pitch sound or begin to alarm that they are out of range of each other. But since the purpose of them is to be in seperate rooms it shouldn't really matter to much. I recommend it.",2006,1136419200B000S35QLCA3C030M72GC9AR,B000S35QLC,A3C030M72GC9AR
494,positive,"great, cute, but a little big","This bowl is cute and difficult for my daughter to lift and throw.  However, if your high chair has a smaller tray, this bowl will not fit.  For example, we have theFisher-Price Healthy Care Deluxe Booster Seat - Blue, and the bowl does not fit on the tray - it is too large for the tray.",2009,1254700800B00005LBZFAEU958S9Z317W,B00005LBZF,AEU958S9Z317W
