reviewText,sentiment,under_review,uuid
This is a great addition to our already wonderful Uppababy stroller.,0,1,1260057600B000VLY3QKA3FU7ULSBD1V97
"When our little one falls asleep in the car, it's easy to snap into the stroller, click her car seat on and go.",0,1,1260057600B000VLY3QKA3FU7ULSBD1V97
It clicks on tightly and holds the car seat firmly in place.,0,1,1260057600B000VLY3QKA3FU7ULSBD1V97
It's light weight and super easy to attach.,0,1,1260057600B000VLY3QKA3FU7ULSBD1V97
"Great purchase, highly recommend it as an addition to your Uppababy stroller.",0,1,1260057600B000VLY3QKA3FU7ULSBD1V97
I bought these bottles after reading reviews on them and have been pretty happy with them.,0,1,1120089600B0000AY9XYA31F1G0S4GXAKY
They have never leaked with me BUT I have never screwed the lid on too tightly.,2,1,1120089600B0000AY9XYA31F1G0S4GXAKY
You HAVE to remember that.,1,1,1120089600B0000AY9XYA31F1G0S4GXAKY
"When you overtighten the lid, the nipple gets distorted and the seal is broken.",1,1,1120089600B0000AY9XYA31F1G0S4GXAKY
My husband and others in the family have had this problem.,1,1,1120089600B0000AY9XYA31F1G0S4GXAKY
"It is probably always helpful to test for leaks (when you test the temp of the milk) BEFORE you give it to the baby, just to make sure.",2,1,1120089600B0000AY9XYA31F1G0S4GXAKY
I like the plastic they use.,0,1,1120089600B0000AY9XYA31F1G0S4GXAKY
It has always felt extremely sturdy.,0,1,1120089600B0000AY9XYA31F1G0S4GXAKY
They are easily to hold (thanks to the curve) and I really like the wide mouth of the bottles which make them easy to clean.,0,1,1120089600B0000AY9XYA31F1G0S4GXAKY
and you are pretty sure they are clean!,0,1,1120089600B0000AY9XYA31F1G0S4GXAKY
I bought the newborn starter set and the infant set and together they are all I require for bottles and a breastmilk storage set!,0,1,1120089600B0000AY9XYA31F1G0S4GXAKY
"I really like dthat you get the brush, pacifier and two sizes of bottle in the newborn set.",0,1,1120089600B0000AY9XYA31F1G0S4GXAKY
Made my life easy.,0,1,1120089600B0000AY9XYA31F1G0S4GXAKY
All in all I think they were a great buy and worth it.,0,1,1120089600B0000AY9XYA31F1G0S4GXAKY
I would use them all over again and would use avent with my next baby too.,0,1,1120089600B0000AY9XYA31F1G0S4GXAKY
We couldn't get the sheet on right.,1,1,1143244800B000056JHXA19OGW5YP7JSSG
It kept lifting the corners of the floor mat.,1,1,1143244800B000056JHXA19OGW5YP7JSSG
They weren't soft like the others either.,1,1,1143244800B000056JHXA19OGW5YP7JSSG
We never used them.,1,1,1143244800B000056JHXA19OGW5YP7JSSG
You can find ours at Goodwill.,2,0,1143244800B000056JHXA19OGW5YP7JSSG
Waste of money.,1,1,1143244800B000056JHXA19OGW5YP7JSSG
I bought these bottles for my baby who is a big spitter.,2,0,1132012800B00005BTNAA24ZVNHFYQPLAL
"They haven't helped at all, and one of them leaks like crazy all over the place.",1,1,1132012800B00005BTNAA24ZVNHFYQPLAL
I will be calling Playtex to request a refund.,1,1,1132012800B00005BTNAA24ZVNHFYQPLAL
These bottles are lightweight so they are perfect for travel.,0,1,1260662400B002QUYZUIA319Y83RT0MRVR
"Perhaps the bottles don't need to be perfectly sterile for the baby, but I'm still hesitant to approach these as completely sterilized.",1,1,1260662400B002QUYZUIA319Y83RT0MRVR
"They bottles are sterile in the pack they come in, but once you open them, then what.",1,1,1260662400B002QUYZUIA319Y83RT0MRVR
"The fact that they are recyclable is a bonus, but these bottles are incredibly pricey ($1/bottle) to be used daily at every feeding.",2,1,1260662400B002QUYZUIA319Y83RT0MRVR
I bought this seat when I was pregnant with my second child because I couln't pick up my toddler anymore and because I wanted him to be seated while eating.,2,1,1203292800B0000DEW8NA3E9SOQG8XUU43
I used to put it on the floor an he liked it right away.,0,1,1203292800B0000DEW8NA3E9SOQG8XUU43
Now I am attaching it to a chair and he loves it either way.,0,1,1203292800B0000DEW8NA3E9SOQG8XUU43
I don't know what I would've done with out it!,0,1,1203292800B0000DEW8NA3E9SOQG8XUU43
Love this mirror!,0,1,1244505600B000I2RK80A1POD4SH35DZ3X
My daughter still loves this mirror at 19 months old.,0,1,1244505600B000I2RK80A1POD4SH35DZ3X
She didn't use it too much for tummy time but I loved the idea of the sturdy block holding it up as opposed to some of the folding tummy time mirrors that just tip over.,0,1,1244505600B000I2RK80A1POD4SH35DZ3X
"I took it off the block, I used the velcro straps on the back of it (that hold it to the block), to put it in her crib and she absolutely loves having it there.",0,1,1244505600B000I2RK80A1POD4SH35DZ3X
"Every time she wakes up, she talks to herself in the mirror and just plays.",0,1,1244505600B000I2RK80A1POD4SH35DZ3X
It's so cute.,0,1,1244505600B000I2RK80A1POD4SH35DZ3X
"No frills mirror, but it has been fabulous for my daughter!",0,1,1244505600B000I2RK80A1POD4SH35DZ3X
"I like the colors too, just like all the lamaze toys' colors!",0,1,1244505600B000I2RK80A1POD4SH35DZ3X
We actually didn't buy our bundle me until February so we won't get as much use out of it as we could have if he'd been born in the fall.,2,1,1147737600B00009VE5OA2D469OYJGRE9H
But we got sick of putting him in a snowsuit or covering him with 3 or 4 blankets.,1,0,1147737600B00009VE5OA2D469OYJGRE9H
This is a great product.,0,1,1147737600B00009VE5OA2D469OYJGRE9H
It kept him warm (sometimes too warm) and was easy to get him in and out of.,2,1,1147737600B00009VE5OA2D469OYJGRE9H
Once it got too warm for his carseat I put it in his Graco Quattro Tour and he loves it.,0,1,1147737600B00009VE5OA2D469OYJGRE9H
He stays all nice and warm.,0,0,1147737600B00009VE5OA2D469OYJGRE9H
But unfortunately I think we are now done with it unless we have a new baby or maybe for the fall in the stroller.,2,1,1147737600B00009VE5OA2D469OYJGRE9H
But he is growing very fast and may be too long then.,2,0,1147737600B00009VE5OA2D469OYJGRE9H
"I got this from our shower and even though I never nursed, I still found this boppy very helpful.",0,1,1133308800B000069RAOA27A296IQHMDED
"After holding a baby for so long, your arm gets numb so I used this pillow to just hold my baby and still rest my arms.",0,1,1133308800B000069RAOA27A296IQHMDED
I also use this pillow for tummy time.,2,1,1133308800B000069RAOA27A296IQHMDED
My baby hates laying flat on his belly so I plop him on this belly down so he could still work out his neck muscles.,1,1,1133308800B000069RAOA27A296IQHMDED
I've also used this as a prop to hold my baby up to take picturs.,0,1,1133308800B000069RAOA27A296IQHMDED
"It's great, even if you're not nursing!",0,1,1133308800B000069RAOA27A296IQHMDED
My 2 month old daughter LOVES Jacques.,0,1,1211328000B000I2MRLKA2VJOQNIB8GLFD
"She holds onto his ""feathers"" and loves the noise the crinkle noise makes.",0,1,1211328000B000I2MRLKA2VJOQNIB8GLFD
We attached him onto her carseat so  she can play with him while we travel.,2,1,1211328000B000I2MRLKA2VJOQNIB8GLFD
She loves to stare at his bold colors.,0,1,1211328000B000I2MRLKA2VJOQNIB8GLFD
"We also turn him around so she views the back of Jacques, which is all black and white patterns.",2,1,1211328000B000I2MRLKA2VJOQNIB8GLFD
Jacques is such a good friend to my daughter.,0,1,1211328000B000I2MRLKA2VJOQNIB8GLFD
"My foster son has terrible reflux, and these bottles have made a definite improvement for him.",0,1,1248393600B001E8R46UA3LV06NUWRXQWF
They are great!,0,1,1248393600B001E8R46UA3LV06NUWRXQWF
"After my Medela Harmony suddonly quit working, I was in a rush for a new pump and ended up getting the Avent Isis.",2,1,1123545600B000066CMVA9REEKTBGZ5W0
"At first I thought I had purchased a dud, but after a few minutes the pump grabbed on big time, and I was expressing milk faster than I ever had with the Harmony.",0,1,1123545600B000066CMVA9REEKTBGZ5W0
"I do find that this pump works better for me when I remove the rubber ""petal"" lining.",2,1,1123545600B000066CMVA9REEKTBGZ5W0
And this pump can be squeeky.,1,1,1123545600B000066CMVA9REEKTBGZ5W0
"The most frustrating thing for me though is that after using it for a little over a month the little white disk would pop out of place, just when I would get a really strong suction going.",1,1,1123545600B000066CMVA9REEKTBGZ5W0
Then I would have to stop and take the pump apart to get the disk back in position.,1,1,1123545600B000066CMVA9REEKTBGZ5W0
"Also, the wide bottles don't fit very well in the bottle compartment of my diaper bag, and my daughter is not use to the wide nipples.",1,1,1123545600B000066CMVA9REEKTBGZ5W0
"I use the Avent bottles to store milk, but I use the Medela bottles for feeding, which is kind of hassle compared to being able to pump directly into the feeding bottle.",1,1,1123545600B000066CMVA9REEKTBGZ5W0
I put this diaper bag on my baby registry and someone bought it for the shower.,2,1,1091577600B00007E9CGA1C8R90AJ87V86
"By the way it looked online, i thought it was a small one day diaper bag, but it was bigger.",1,1,1091577600B00007E9CGA1C8R90AJ87V86
This was a good thing.,0,0,1091577600B00007E9CGA1C8R90AJ87V86
Being that my hubby's family lives in New Jersey we were able to pack clothes for the baby for two days or more.,2,0,1091577600B00007E9CGA1C8R90AJ87V86
I love the material and the design goes great with the stroller and all our other baby things.,0,1,1091577600B00007E9CGA1C8R90AJ87V86
"We have a toddler and we were told that we just had to get a guard for the DVD, and for other electronic things as well.",2,0,1259020800B000096LWXAY12DBB0U420B
It seems that babies like to push buttons.,2,0,1259020800B000096LWXAY12DBB0U420B
"Well, that figures.",2,0,1259020800B000096LWXAY12DBB0U420B
Our boy has been trained with a bunch of musical toys that require button punching and he learned rather quickly.,2,0,1259020800B000096LWXAY12DBB0U420B
He loves them!,0,0,1259020800B000096LWXAY12DBB0U420B
"It's only a matter of time before he gets to the stereo, TV and DVD player, hence we bought this Parent Units DVD/CD guard.",2,1,1259020800B000096LWXAY12DBB0U420B
I'm annoyed by this product.,1,1,1259020800B000096LWXAY12DBB0U420B
It's just a piece of transparent plastic with a couple small velcro straps yet it cost 20% that of the very sophisticated DVD/CD player.,1,1,1259020800B000096LWXAY12DBB0U420B
What goes?,1,0,1259020800B000096LWXAY12DBB0U420B
"Second, if we use it as illustrated, we will have to remove the guard before each using in order to get the little disc drawer to open.",1,1,1259020800B000096LWXAY12DBB0U420B
"Furthermore, our DVD player is on a small shelf and we cannot remove the guard without removing the DVD player from the shelf first.",1,1,1259020800B000096LWXAY12DBB0U420B
What a nuisance!,1,0,1259020800B000096LWXAY12DBB0U420B
I've gotten around this by using the guard upside down.,2,1,1259020800B000096LWXAY12DBB0U420B
The long flange of the plastic goes under the front legs of the DVD player and the short flange then covers the controls.,2,1,1259020800B000096LWXAY12DBB0U420B
"OK, but we still have to remove the guard before each using of the player It's an annoyance.",1,1,1259020800B000096LWXAY12DBB0U420B
We're considering putting the DVD player at a higher level out of his reach.,2,0,1259020800B000096LWXAY12DBB0U420B
Gary Peterson,2,0,1259020800B000096LWXAY12DBB0U420B
"I bought these bottles to replace our Avent bottles, due to BPA concerns.",2,1,1219622400B000MRGML2A2BHK4FHWSRKQJ
"These bottles are ok, but I like Dr. Brown's better.",2,1,1219622400B000MRGML2A2BHK4FHWSRKQJ
"I use a Medela breast pump and the Born-Free bottles, like the Avent bottles, do not fit on the pump.",0,1,1219622400B000MRGML2A2BHK4FHWSRKQJ
The Dr. Brown's bottles do fit the Medela pump connectors.,2,1,1219622400B000MRGML2A2BHK4FHWSRKQJ
"Like other reviewers have stated, the nipples on these bottles collapses and there are extra parts that seem useless, just more stuff to clean.",1,1,1219622400B000MRGML2A2BHK4FHWSRKQJ
It is easier for my son to hold the Dr. Brown's bottles also.,2,0,1219622400B000MRGML2A2BHK4FHWSRKQJ
"I would not recommend these, there are far better bottles out there, we also use Momo glass bottles, and I am very pleased with them.",1,1,1219622400B000MRGML2A2BHK4FHWSRKQJ
I use these bottles and avent bottles (i have an avent pump)and noticed that with the avent bottles my milk had a horrible amount of bubbles.,2,1,1123286400B00005BTNAA29GU2CT4AJTXP
These ones have NO BUBBLES!,2,0,1123286400B00005BTNAA29GU2CT4AJTXP
which means its probably better feeling for baby!,0,1,1123286400B00005BTNAA29GU2CT4AJTXP
The size one flow is perfect for my son.,0,1,1123286400B00005BTNAA29GU2CT4AJTXP
He burps as soon as you sit him up (this might just be because he is a fast burper?,2,0,1123286400B00005BTNAA29GU2CT4AJTXP
every baby is different) and he has spit up only twice.,2,0,1123286400B00005BTNAA29GU2CT4AJTXP
(He is one week old)The only problem I have is that I cannot find an adapter that will fit my avent pump and fit these bottles to pump directly into them which makes the avent bottles a little more convenient with breastmilk and playtex doesnt make a hand pump.,2,1,1123286400B00005BTNAA29GU2CT4AJTXP
When I decide to stop pumping I'll definitely give him these bottles exclusively.,0,1,1123286400B00005BTNAA29GU2CT4AJTXP
These were a huge help getting started on my first baby.,0,1,1139616000B000058DQJAEK5GOE7UFP2P
I bought them on a whim and boy was a glad.,0,1,1139616000B000058DQJAEK5GOE7UFP2P
They help get my milk started because they apply a light pressure which also helps extent the nipple.,0,1,1139616000B000058DQJAEK5GOE7UFP2P
They keep things (such as a bra) from rubbing against very very sore nipples.,0,1,1139616000B000058DQJAEK5GOE7UFP2P
Another great feature is the air vents at the top of the cups.,0,1,1139616000B000058DQJAEK5GOE7UFP2P
"They are there to get air to nipple, (you don't want them getting dried out, that just makes the pain of feeding much worse).",2,1,1139616000B000058DQJAEK5GOE7UFP2P
Determined breastfeeding mom's these are fantastic until your milk supply comes in at a steady pace.,0,1,1139616000B000058DQJAEK5GOE7UFP2P
They do not look flattering under a TIGHT fitting shirt (loose is always best anyways) but what does when you are breastfeeding for the first few months as things are adjusting.,2,1,1139616000B000058DQJAEK5GOE7UFP2P
I felt that they looked better that two huge wet spots from leakage.,0,1,1139616000B000058DQJAEK5GOE7UFP2P
I have tried numerous baby spoons.,2,0,1260403200B000LSL5ZKA1TIFKJ1UEOHHH
I like these the best.,0,1,1260403200B000LSL5ZKA1TIFKJ1UEOHHH
"They are soft, pliable and easy to use.",0,1,1260403200B000LSL5ZKA1TIFKJ1UEOHHH
"Also, dishwasher safe, which is a must in my house.",2,0,1260403200B000LSL5ZKA1TIFKJ1UEOHHH
I purchased this so we could have our daughter's handprint for her very first Christmas.,2,1,1261267200B0011H804OA2XG8I7VV2AUQG
It is INCREDIBLY easy to do!,0,1,1261267200B0011H804OA2XG8I7VV2AUQG
The best part is that if you make a mistake or you are not happy with how the print came out you can redo it.,0,1,1261267200B0011H804OA2XG8I7VV2AUQG
"I am not sure what this is made of, but it smells like marshmallows.",2,1,1261267200B0011H804OA2XG8I7VV2AUQG
It is smooth and soft and you roll it out using the roller included with the kit.,2,1,1261267200B0011H804OA2XG8I7VV2AUQG
"I should mention that the material stuck to the wooden roller that came with the kit and the directions state that if this happens, to use a round tin can.",2,1,1261267200B0011H804OA2XG8I7VV2AUQG
That worked for me!,0,0,1261267200B0011H804OA2XG8I7VV2AUQG
The other thing I had trouble with was the plastic ring that came with the kit; I just used a bowl.,1,1,1261267200B0011H804OA2XG8I7VV2AUQG
You do have to push a bit hard to make a solid impression in the material.,1,1,1261267200B0011H804OA2XG8I7VV2AUQG
A straw is included to make the holes at the top for the ribbon.,2,1,1261267200B0011H804OA2XG8I7VV2AUQG
I used a toothpick and pin-pricked the year at the bottom.,2,0,1261267200B0011H804OA2XG8I7VV2AUQG
It came out beautiful!,0,1,1261267200B0011H804OA2XG8I7VV2AUQG
I highly recommend this kit for parents and to make those one-of-a-kind keepsake gifts.,0,1,1261267200B0011H804OA2XG8I7VV2AUQG
"When our son started escaping from the receiving blankets we'd swaddle him in, we started using a sleep sack.",2,0,1110672000B00008KWO1A1Q1T811N4IY3Z
"It took a couple of weeks for him to adjust to it, but now he loves it and goes right to sleep when we put it on him and set him in the crib.",0,1,1110672000B00008KWO1A1Q1T811N4IY3Z
"He is 30 inches tall and about to outgrow the medium, so we have a large ready for him.",2,0,1110672000B00008KWO1A1Q1T811N4IY3Z
He rolls all over the crib during the night and the sleep sack moves with him.,2,1,1110672000B00008KWO1A1Q1T811N4IY3Z
It is never pulled tight or twisted.,0,1,1110672000B00008KWO1A1Q1T811N4IY3Z
"We dress him in something with long sleeves so that his arms stay warm and during the colder winter nights we added ""No-Scratch Mittens"" from Babies R Us to keep his hands warm.",2,0,1110672000B00008KWO1A1Q1T811N4IY3Z
"When our son was still in a bassinet, the sleep sack worked well with a sleep positioner to keep him on his back.",0,1,1110672000B00008KWO1A1Q1T811N4IY3Z
"When swaddled he would scoot out of the positioner, but with the sleep sack his arms were above the positioner and he stayed in place.",0,1,1110672000B00008KWO1A1Q1T811N4IY3Z
I've washed both a cotton and a fleece sleep sack dozens of times and they held up great.,0,1,1110672000B00008KWO1A1Q1T811N4IY3Z
"There's no shrinking, fading or unraveling and the zippers still work perfectly.",0,1,1110672000B00008KWO1A1Q1T811N4IY3Z
The sleep sack is the perfect way for our son to stay warm at night and I am so glad I have it.,0,1,1110672000B00008KWO1A1Q1T811N4IY3Z
We love this thermos and our toddler son does too.,0,1,1200268800B000O3I2CQA1TDD3XQX3FOIV
Doesn't leak and keeps liquid hot or cold.,0,1,1200268800B000O3I2CQA1TDD3XQX3FOIV
Just VERY hard to find.,1,1,1200268800B000O3I2CQA1TDD3XQX3FOIV
I've been waiting 2 months for a new one.,2,0,1200268800B000O3I2CQA1TDD3XQX3FOIV
This is an absolutely wonderful product.,0,1,1246060800B000CC5EKMA3FU7ULSBD1V97
"Out of all the products we bought, this one is my favorite.",0,1,1246060800B000CC5EKMA3FU7ULSBD1V97
"When our little one was newborn, it was easy and quick to swaddle her which made it nice.",0,0,1246060800B000CC5EKMA3FU7ULSBD1V97
"Now that she is a little older and can wiggle out of the blanket swaddle, it's great because it has velcro closures so it keeps her snog all night and I don't have to worry about her wiggling free and having loose blankets in the crib with her.",0,1,1246060800B000CC5EKMA3FU7ULSBD1V97
I would get a couple sizes so you can continue to use them as you little one grows.,0,1,1246060800B000CC5EKMA3FU7ULSBD1V97
Our pediatrician said it was okay to swaddle up to 4 months.,2,0,1246060800B000CC5EKMA3FU7ULSBD1V97
"I was going to get the ""spindle"" changing table from POttery Barn Kids but found this one, at about 1/3rd of the price.",0,1,1135036800B000056JKRAJGF1C6A6P8JP
This one is even better b/c of the rail that goes around the actual changing area.,0,1,1135036800B000056JKRAJGF1C6A6P8JP
i do recommend a contoured changing pad with a comfy cover.,2,0,1135036800B000056JKRAJGF1C6A6P8JP
i have attached a crib mobile to this table to keep katie happy during diaper time.,2,1,1135036800B000056JKRAJGF1C6A6P8JP
"this changing table looks good in her room, i also bought the Jenny Lind crib.",0,1,1135036800B000056JKRAJGF1C6A6P8JP
i did get the baskets from PBK to store stuff neatly on the shelves.,2,0,1135036800B000056JKRAJGF1C6A6P8JP
"The only complaint that i have is that the shelves are basically hard cardboard, but dont let that discourage you b/c they really are sturdy and as i mentioned i've got baskets on the shelves so you really dont notice.",2,0,1135036800B000056JKRAJGF1C6A6P8JP
"I bought this teether hoping to avoid the ubiquitous ""made in China"" plasticware that most teethers are.",1,1,1261526400B000VLR178A2ZQC57G0X3F95
I think I had higher hopes for it.,1,1,1261526400B000VLR178A2ZQC57G0X3F95
"My daughter likes it ok, but it is definitely not her favorite chew toy- she likes her Sophie Giraffe much more.",2,1,1261526400B000VLR178A2ZQC57G0X3F95
"It is easy for her to grip and it's very smooth- no splinters, after 4 months- but maybe it's just not her thing.",2,1,1261526400B000VLR178A2ZQC57G0X3F95
But it's well made and once in a while she will gnaw on it for a bit.,0,1,1261526400B000VLR178A2ZQC57G0X3F95
"Some babies will love it, but she tends to want something slightly softer- cold wash cloths do the trick often, as does the aforementioned rubber giraffe.",2,1,1261526400B000VLR178A2ZQC57G0X3F95
It's hit or miss but I don't regret trying.,2,0,1261526400B000VLR178A2ZQC57G0X3F95
I am a new mother with a 4 month year old.,2,0,1207699200B000I0XNGKA7LF6PRUEAGY4
"We used to have our bottles just dry on a cloth, but this drying rack saves space and makes sterilising so much easier!",0,1,1207699200B000I0XNGKA7LF6PRUEAGY4
A must-have for those bottle feeding their babies.,0,1,1207699200B000I0XNGKA7LF6PRUEAGY4
This product is poorly designed.,1,1,1226102400B001GI4FXIA34Q4EQENBHPN7
There's a rubber insert on the flat side which you're supposed to press against your child's head to make a seal so the water only flows back from that point.,1,1,1226102400B001GI4FXIA34Q4EQENBHPN7
"Two problems: first, the rubber is so rigid you can't get a good seal without pressing REALLY hard.",1,1,1226102400B001GI4FXIA34Q4EQENBHPN7
"The second, and biggest, problem is that the rubber insert doesn't go all the way to the edges of the cup.",1,1,1226102400B001GI4FXIA34Q4EQENBHPN7
There is a space of about 3mm at each side where the water just gushes out.,2,1,1226102400B001GI4FXIA34Q4EQENBHPN7
"Because of where you'd have the cup positioned on your child's head, this means the water goes in their ears, down both sides of their face and even some into the eyes.",2,1,1226102400B001GI4FXIA34Q4EQENBHPN7
"Since it's water in the eyes which really freaks my kid out, it's useless to us.",1,1,1226102400B001GI4FXIA34Q4EQENBHPN7
She does enjoy stuffing her other bath toys in it though so we have got some use out of it.,0,1,1226102400B001GI4FXIA34Q4EQENBHPN7
"Easy to install, easy to operate.",0,1,1250985600B00081J3OUA3BW36SLRT2QBX
Spring tension seems about as heavy as it could be to dissuade small fingers without making it too hard for an adult to operate.,2,1,1250985600B00081J3OUA3BW36SLRT2QBX
"Slides do not bind, and while they add a small thickness of plastic between the plug and outlet, do not prevent secure insertion of the plug.",1,1,1250985600B00081J3OUA3BW36SLRT2QBX
Bulk pack came with several foam inserts to put behind plates on drafty walls.,2,1,1250985600B00081J3OUA3BW36SLRT2QBX
"The foam wasn't pre-punched with holes for the mounting screws - trying poke the screws through and insert resulted in foam twisting around screws, so it was necessary to use a hole punch to make holes in the foam.",2,1,1250985600B00081J3OUA3BW36SLRT2QBX
"but hey, I wasn't even expecting the foam pieces at all.",0,1,1250985600B00081J3OUA3BW36SLRT2QBX
I really like this thermometer.,0,1,1228780800B000088KGZA3AL7ODX8PX7XT
I my research before purchasing a thermometer before my baby was born.,2,1,1228780800B000088KGZA3AL7ODX8PX7XT
This thermometer works much better and quicker than the hospital thermometers I recieved.,0,1,1228780800B000088KGZA3AL7ODX8PX7XT
I can actually wear jewelry again!,0,1,1247097600B001BDD6T2A2EZYLUDHIIP79
"Great product, baby loves it, and my sister-in-law mistook it for a family heirloom.",0,1,1247097600B001BDD6T2A2EZYLUDHIIP79
(Although I have purchased two others for friends and don't think this would happen with all the colors.),2,1,1247097600B001BDD6T2A2EZYLUDHIIP79
"The clasp is kind of rinky-dink, but serves the purpose for when it gets pulled on by baby.",2,1,1247097600B001BDD6T2A2EZYLUDHIIP79
"Sure, real jewelry is better, but in the meantime, this is great!",0,1,1247097600B001BDD6T2A2EZYLUDHIIP79
Worth the price for peace of mind re: safety.,0,0,1224460800B000IDSLOGAVN22PCFA9AWE
"Baby loves it, small and light enough for her to grasp and squeeze.",0,1,1224460800B000IDSLOGAVN22PCFA9AWE
It's not flimsy to me at all.,0,1,1048636800B000056JKRA6YBOIKMVJT33
"Maybe because the carpeting in our apartment stabalizes it, but it's perfect.",0,1,1048636800B000056JKRA6YBOIKMVJT33
I also think it's very pretty - it brightened up the room.,0,1,1048636800B000056JKRA6YBOIKMVJT33
I just love it.,0,1,1048636800B000056JKRA6YBOIKMVJT33
Makes me want to further decorate the room for the baby.,2,1,1048636800B000056JKRA6YBOIKMVJT33
Perfect height for me as well and plenty of storage room.,0,1,1048636800B000056JKRA6YBOIKMVJT33
I do wish the pad furnished was a bit thicker and softer but it's sufficient.,2,1,1048636800B000056JKRA6YBOIKMVJT33
I like how it's covered in smooth vinyl so we can clean it very easily.,0,1,1048636800B000056JKRA6YBOIKMVJT33
Great table for a great price!,0,1,1048636800B000056JKRA6YBOIKMVJT33
For the most part I really haven't had any problems with it.,2,1,1136419200B000S35QLCA3C030M72GC9AR
It is pin drop quiet.,2,1,1136419200B000S35QLCA3C030M72GC9AR
I can turn it to the voice dial only and block out any other background noise.,2,1,1136419200B000S35QLCA3C030M72GC9AR
I live in the subarbs and don't really get to much interference if any.,2,1,1136419200B000S35QLCA3C030M72GC9AR
"I did notice that when I went with it to the city (NYC), cell phones used in the same room as the receiver caused static - but once they were off it was fine.",2,1,1136419200B000S35QLCA3C030M72GC9AR
I like that I can also detach it from the plug and walk around with it on from room to room as it works on the backup battery - very helpful when your trying to get a quick shower.,0,1,1136419200B000S35QLCA3C030M72GC9AR
One thing I'd like to mention is not to have the 2 pieces close to each other - they create a high pitch sound or begin to alarm that they are out of range of each other.,2,1,1136419200B000S35QLCA3C030M72GC9AR
But since the purpose of them is to be in seperate rooms it shouldn't really matter to much.,2,1,1136419200B000S35QLCA3C030M72GC9AR
I recommend it.,0,1,1136419200B000S35QLCA3C030M72GC9AR
This bowl is cute and difficult for my daughter to lift and throw.,0,1,1254700800B00005LBZFAEU958S9Z317W
"However, if your high chair has a smaller tray, this bowl will not fit.",2,1,1254700800B00005LBZFAEU958S9Z317W
"For example, we have theFisher-Price Healthy Care Deluxe Booster Seat - Blue, and the bowl does not fit on the tray - it is too large for the tray.",1,1,1254700800B00005LBZFAEU958S9Z317W
I searched for weeks for a decent bedding set for my 2.5 year old.,2,0,1212796800B000GXCBP8A36EUBJ23CPIKQ
"She wanted to pick out a new set of bedding for her ""big toddler bed.",2,0,1212796800B000GXCBP8A36EUBJ23CPIKQ
"""We went to all of the major retailers, and I was shocked at the terrible quality of the bedding--the sheets with characters (Lightning McQueen, Thomas the Tank Engine, Dora) were consistently made of sheets that were see-through and felt like plastic or sandpaper.",1,0,1212796800B000GXCBP8A36EUBJ23CPIKQ
These sheets are wonderful!,0,1,1212796800B000GXCBP8A36EUBJ23CPIKQ
I am so pleased!,0,1,1212796800B000GXCBP8A36EUBJ23CPIKQ
"They are soft, smooth, and I love that the flat sheet and comforter have one fitted end, which keeps the bedding on my daughter while she sleeps.",0,1,1212796800B000GXCBP8A36EUBJ23CPIKQ
"The comforter is light but is quite warm, even for my daughter, whose bed is near a window.",0,1,1212796800B000GXCBP8A36EUBJ23CPIKQ
"I'll probably toss a throw on her when it gets colder, but for a primary comforter it's perfect.",0,1,1212796800B000GXCBP8A36EUBJ23CPIKQ
This is one of the few balls that's safe to throw in the house and a younger toddler and his older sister can have fun sharing.,0,1,1255046400B000ELQVCQA1RXASB0XM536I
"My daughter sits on it sometimes (she's almost 4), and it's not flat after 3 years.",0,1,1255046400B000ELQVCQA1RXASB0XM536I
"My 13 month old son loved the tags when he was younger, now he loves playing ""catch"".",0,1,1255046400B000ELQVCQA1RXASB0XM536I
"well, he can throw the ball, we're still working on the catching.",2,1,1255046400B000ELQVCQA1RXASB0XM536I
I don't have to worry about my 4 year old hurting him with this.,0,1,1255046400B000ELQVCQA1RXASB0XM536I
"I am a pretty frugal person, but this was worth the splurge 3 years ago.",0,1,1255046400B000ELQVCQA1RXASB0XM536I
It has held up well and washes up well.,0,1,1255046400B000ELQVCQA1RXASB0XM536I
I gave it a 4 star rating for educational because at this age motor skills are a significant aspect of their learning.,2,1,1255046400B000ELQVCQA1RXASB0XM536I
"It's a basic toy, but a good one.",0,1,1255046400B000ELQVCQA1RXASB0XM536I
"Love it, love it, love it!",0,1,1139529600B00003TL7PA3J2Y2YF2GJYCR
I love that you can use regular plastic bags and don't need to buy refills for it.,0,1,1139529600B00003TL7PA3J2Y2YF2GJYCR
Once in a great while it will stink a bit but only when I used too big of a bag and have a LOT of diapers in there.,2,1,1139529600B00003TL7PA3J2Y2YF2GJYCR
Wipes up nice and clean with antibacterial wipes.,0,0,1139529600B00003TL7PA3J2Y2YF2GJYCR
My daughter is starting potty training and I'm still using it.,0,1,1139529600B00003TL7PA3J2Y2YF2GJYCR
Great buy!,0,0,1139529600B00003TL7PA3J2Y2YF2GJYCR
My daughter loves this cup for one distinct reason: She can fling water around on every surface in the house and then slurp it up!,0,1,1225324800B000MRK5OCA1CBS8X24BKRHL
"I love that it's BPA free and it's easy to drink from, but it just leaks too much.",2,1,1225324800B000MRK5OCA1CBS8X24BKRHL
"Another cool feature is that you can have the handles on, or not.",0,1,1225324800B000MRK5OCA1CBS8X24BKRHL
I bought this because my daughter has hated the pack n play from day one.,2,1,1056758400B000056HNDAXO42F5Z51IWR
